Id;Fecha;Tmax;HTmax;Tmin;HTmin;Tmed;Racha;HRacha;Vmax;HVmax;TPrec;Prec1;Prec2;Prec3;Prec4
0201X;2017-06-02;25.6;15:50;19.4;07:10;22.5;27;13:10;13;12:30;0;0;0;0;0
0201X;2017-06-03;28.1;16:50;21.4;07:20;24.8;30;23:10;14;12:00;0;0;0;0;0
0201X;2017-06-04;24.2;13:00;20.0;17:10;22.1;32;16:50;15;16:50;7.2;0;0;7.2;0
0201X;2017-06-05;25.0;17:00;18.1;07:00;21.6;34;20:50;18;20:40;0.4;0.4;0;0;0
0201X;2017-06-06;26.2;14:10;18.5;05:20;22.4;31;16:30;13;16:50;0;0;0;0;0
0201X;2017-06-07;20.7;14:40;19.3;23:20;20;24;14:30;11;13:50;0;0;0;0;0
0201X;2017-06-08;25.1;13:10;18.9;02:10;22;33;16:30;17;16:40;0;0;0;0;0
0201X;2017-06-09;25.2;15:40;19.9;07:30;22.6;18;16:00;7;12:00;0.6;0;0.6;0;0
0201X;2017-06-10;28.0;12:30;19.4;07:10;23.7;26;15:00;15;15:00;0;0;0;0;0
0201X;2017-06-11;30.2;16:00;20.0;07:10;25.1;24;17:10;14;18:00;0;0;0;0;0
0201X;2017-06-12;27.2;16:00;20.9;07:10;24.1;19;11:10;10;13:50;0;0;0;0;0
0201X;2017-06-13;31.0;14:00;21.6;07:10;26.3;26;15:30;14;17:40;0;0;0;0;0
0201X;2017-06-14;32.3;17:00;21.7;07:00;27;31;15:50;18;16:10;0.2;0;0.2;0;0
0201X;2017-06-15;31.3;14:00;22.2;07:10;26.8;23;16:20;10;16:30;0;0;0;0;0
0201X;2017-06-16;32.3;16:00;23.9;05:40;28.1;31;16:10;18;18:40;0.2;0;0.2;0;0
0201X;2017-06-17;29.7;15:20;24.5;08:10;27.1;18;13:10;9;13:10;0;0;0;0;0
0201X;2017-06-18;29.6;17:30;23.2;07:10;26.4;25;15:40;12;15:40;0.2;0;0.2;0;0
0201X;2017-06-19;28.3;15:40;22.4;07:10;25.3;21;13:40;10;16:50;0;0;0;0;0
0201X;2017-06-20;29.7;13:40;23.6;07:10;26.7;37;16:10;19;18:50;0;0;0;0;0
0201X;2017-06-21;30.2;15:00;23.4;07:00;26.8;36;13:30;22;13:30;0;0;0;0;0
0201X;2017-06-22;30.1;10:40;23.6;07:20;26.9;40;16:20;22;16:20;0;0;0;0;0
0201X;2017-06-23;30.7;13:30;24.0;07:10;27.4;41;16:30;22;16:20;0;0;0;0;0
0201X;2017-06-24;29.5;15:10;23.0;07:20;26.3;33;16:20;18;17:30;0;0;0;0;0
0201X;2017-06-25;28.1;16:40;23.1;08:20;25.6;22;07:50;9;03:30;1;0;0.8;0.2;0
0201X;2017-06-26;29.0;11:20;23.5;07:40;26.3;30;08:20;15;08:20;0.2;0;0.2;0;0
0201X;2017-06-27;27.2;17:10;23.0;07:20;25.1;18;14:40;9;11:00;0;0;0;0;0
0201X;2017-06-28;31.9;15:50;21.0;23:40;26.4;46;17:10;27;16:40;0;0;0;0;0
0201X;2017-06-29;28.5;17:30;20.2;03:10;24.4;40;15:10;22;15:10;0;0;0;0;0
0201X;2017-06-30;28.3;18:00;17.0;07:10;22.6;37;16:20;18;16:30;3.2;0;3.2;0;0
0201X;2017-07-01;24.5;16:20;17.8;07:50;21.1;21;08:40;10;06:40;0;0;0;0;0
0201X;2017-07-02;26.2;15:30;18.2;07:10;22.2;27;16:00;15;15:50;0;0;0;0;0
0201X;2017-07-03;27.9;17:20;19.9;07:10;23.9;32;15:40;17;15:40;0;0;0;0;0
0201X;2017-07-04;28.9;16:10;20.3;07:20;24.6;27;15:20;14;15:20;0;0;0;0;0
0201X;2017-07-05;28.1;17:00;20.5;07:10;24.3;21;14:50;11;14:10;0;0;0;0;0
0201X;2017-07-06;29.0;15:00;22.0;05:40;25.5;22;12:50;10;12:40;0;0;0;0;0
0201X;2017-07-07;28.9;16:30;22.8;06:10;25.8;23;14:00;10;15:20;0;0;0;0;0
0201X;2017-07-08;28.3;15:00;24.2;23:20;26.3;35;14:50;14;14:30;0;0;0;0;0
0201X;2017-07-09;29.7;17:00;23.2;06:50;26.5;26;15:40;14;15:40;0;0;0;0;0
0201X;2017-07-10;29.0;15:30;23.1;04:50;26.1;22;13:10;11;13:20;0;0;0;0;0
0201X;2017-07-11;28.9;15:40;23.4;07:30;26.1;20;19:30;10;19:30;0;0;0;0;0
0201X;2017-07-12;30.5;15:50;23.6;07:10;27.1;28;13:10;14;13:30;0;0;0;0;0
0201X;2017-07-13;28.6;16:40;24.2;05:10;26.4;37;12:10;18;13:00;0;0;0;0;0
0201X;2017-07-14;26.4;16:30;24.8;08:20;25.6;24;13:40;10;13:40;0;0;0;0;0
0201X;2017-07-15;30.1;16:40;23.8;07:20;26.9;30;20:00;16;19:50;0;0;0;0;0
0201X;2017-07-16;28.9;14:40;24.4;05:40;26.6;19;14:50;10;17:20;0;0;0;0;0
0201X;2017-07-17;28.8;16:20;23.9;07:20;26.3;21;12:30;10;12:30;0;0;0;0;0
0201X;2017-07-18;30.3;14:00;23.9;07:10;27.1;27;14:50;15;15:30;0;0;0;0;0
0201X;2017-07-19;29.7;16:00;24.2;07:20;27;22;20:20;10;20:20;0;0;0;0;0
0201X;2017-07-20;27.9;15:50;24.5;07:30;26.2;37;12:10;17;11:50;0;0;0;0;0
0201X;2017-07-21;29.6;13:40;23.2;07:20;26.4;21;01:00;9;17:20;0;0;0;0;0
0201X;2017-07-22;29.4;15:30;23.0;07:20;26.2;26;18:30;13;18:30;0;0;0;0;0
0201X;2017-07-23;27.7;14:20;21.7;19:50;24.7;27;19:10;14;19:10;1.8;0;0;0;1.8
0201X;2017-07-24;29.1;12:30;21.7;07:20;25.4;25;17:30;13;08:20;0;0;0;0;0
0201X;2017-07-25;27.0;13:30;22.3;07:40;24.6;35;16:40;16;16:00;0.8;0;0;0;0.8
0201X;2017-07-26;26.7;18:00;21.1;07:30;23.9;23;16:10;9;16:10;0.8;0.8;0;0;0
0201X;2017-07-27;29.1;17:00;21.9;07:10;25.5;30;19:10;17;18:20;0.2;0;0;0;0.2
0201X;2017-07-28;28.6;12:20;24.7;07:10;26.7;24;15:40;12;16:00;0;0;0;0;0
0201X;2017-07-29;29.2;16:20;23.2;07:10;26.2;18;13:40;10;12:00;0;0;0;0;0
0201X;2017-07-30;29.5;15:10;23.5;07:30;26.5;26;18:00;10;14:10;0;0;0;0;0
0201X;2017-07-31;28.7;15:10;24.3;07:30;26.5;28;09:50;13;10:30;0.2;0;0.2;0;0
0201X;2017-08-01;28.3;15:10;25.0;07:20;26.6;26;19:50;10;15:00;0;0;0;0;0
0201X;2017-08-02;31.7;19:20;24.6;07:40;28.2;26;18:30;14;18:40;0.2;0;0.2;0;0
0201X;2017-08-03;33.4;10:30;26.1;04:10;29.8;21;12:00;11;11:30;0.4;0;0;0;0.4
0201X;2017-08-04;34.2;13:00;25.0;07:20;29.6;24;16:20;12;17:50;0.2;0.2;0;0;0
0201X;2017-08-05;33.2;14:00;25.8;07:20;29.5;32;15:50;18;16:30;0;0;0;0;0
0201X;2017-08-06;29.9;13:50;25.5;08:10;27.7;22;13:00;11;18:30;0.2;0;0.2;0;0
0201X;2017-08-07;30.4;18:00;24.6;07:20;27.5;31;15:40;17;15:40;0;0;0;0;0
0201X;2017-08-08;27.8;10:00;24.0;13:30;25.9;40;10:20;15;12:00;2.8;0;0;2.8;0
0201X;2017-08-09;26.2;14:40;19.5;23:30;22.9;32;18:00;12;18:50;1;0;0;0;1
0201X;2017-08-10;26.1;16:30;18.6;06:40;22.4;37;16:20;17;18:10;0.6;0.6;0;0;0
0201X;2017-08-11;25.4;16:50;18.6;07:20;22;27;20:00;12;20:30;0;0;0;0;0
0201X;2017-08-12;26.6;17:10;20.7;07:20;23.7;29;17:30;12;18:00;0;0;0;0;0
0201X;2017-08-13;27.9;16:30;20.8;06:50;24.3;25;16:40;13;16:40;0;0;0;0;0
0201X;2017-08-14;29.0;17:00;22.3;06:30;25.6;32;12:40;17;13:30;0;0;0;0;0
0201X;2017-08-15;28.4;15:20;22.2;07:40;25.3;21;13:10;10;13:10;0;0;0;0;0
0201X;2017-08-16;27.5;15:40;23.2;07:40;25.4;21;03:40;9;13:50;0.2;0;0.2;0;0
0201X;2017-08-17;30.0;17:00;22.9;05:20;26.4;29;14:50;16;15:40;0;0;0;0;0
0201X;2017-08-18;31.1;14:10;22.9;07:30;27;35;14:40;18;15:30;0.2;0;0.2;0;0
0201X;2017-08-19;27.5;16:40;24.8;04:50;26.1;24;18:40;13;17:40;0;0;0;0;0
0201X;2017-08-20;27.4;15:30;23.6;07:40;25.5;26;16:50;11;16:30;0;0;0;0;0
0201X;2017-08-21;28.6;15:40;22.4;07:40;25.5;23;16:00;9;16:00;0.2;0;0.2;0;0
0201X;2017-08-22;28.9;15:00;22.7;07:40;25.8;35;15:00;17;14:10;0;0;0;0;0
0201X;2017-08-23;29.7;16:30;23.0;07:30;26.4;32;16:50;17;16:50;0;0;0;0;0
0201X;2017-08-24;30.1;13:20;23.9;07:10;27;31;15:40;16;14:50;0;0;0;0;0
0201X;2017-08-25;29.2;16:00;22.4;07:30;25.8;18;19:20;9;19:00;0.2;0;0.2;0;0
0201X;2017-08-26;28.8;13:10;23.8;07:40;26.3;20;15:10;10;12:30;0;0;0;0;0
0201X;2017-08-27;28.4;15:20;24.1;07:40;26.3;22;15:30;11;20:50;0.2;0;0.2;0;0
0201X;2017-08-28;29.5;15:00;24.3;07:20;26.9;21;16:00;8;12:30;0;0;0;0;0
0201X;2017-08-29;32.0;14:10;25.1;04:30;28.6;42;15:50;21;15:50;0;0;0;0;0
0201X;2017-08-30;27.7;00:00;23.4;07:10;25.6;33;03:50;19;14:30;0;0;0;0;0
0201X;2017-08-31;24.5;01:00;20.4;12:20;22.4;32;12:10;12;18:50;14.4;0;6.4;7.8;0.2
0201X;2017-09-01;25.2;16:50;20.3;07:30;22.8;28;18:20;12;15:40;0.4;0.2;0.2;0;0
0201X;2017-09-02;25.6;16:50;18.7;08:00;22.2;33;14:10;16;16:00;0.2;0.2;0;0;0
0201X;2017-09-03;26.5;16:20;19.5;07:30;23;21;18:40;9;18:40;0;0;0;0;0
0201X;2017-09-04;26.7;16:10;21.1;05:10;23.9;24;15:40;10;14:50;1;1;0;0;0
0201X;2017-09-05;28.9;15:30;21.4;05:40;25.1;33;18:40;17;17:50;0;0;0;0;0
0201X;2017-09-06;27.5;13:30;23.0;04:50;25.3;31;17:30;15;15:20;0.2;0;0;0.2;0
0201X;2017-09-07;25.5;16:00;20.5;07:30;23;27;17:00;14;17:00;7.4;6.8;0;0;0.6
0201X;2017-09-08;25.4;16:20;20.5;06:50;22.9;25;10:10;9;07:50;0;0;0;0;0
0201X;2017-09-09;25.3;12:20;18.0;23:10;21.6;36;13:00;16;13:30;11.4;0;0;11;0.4
0201X;2017-09-10;26.9;17:10;16.0;07:30;21.4;33;17:20;15;17:20;0;0;0;0;0
0201X;2017-09-11;25.9;14:50;18.1;07:50;22;28;15:00;12;05:40;0;0;0;0;0
0201X;2017-09-12;23.6;16:30;19.8;08:20;21.7;27;18:00;11;19:20;3;0;2.8;0;0.2
0201X;2017-09-13;26.7;14:40;19.5;07:20;23.1;37;14:50;21;17:40;0;0;0;0;0
0201X;2017-09-14;26.8;14:50;20.6;23:50;23.7;37;17:20;16;12:30;0.2;0;0;0;0.2
0201X;2017-09-15;20.7;00:00;14.7;17:40;17.7;21;08:10;10;09:30;7.2;3.4;0.6;2;1.2
0201X;2017-09-16;21.8;15:50;13.4;07:00;17.6;26;17:30;13;17:30;0;0;0;0;0
0201X;2017-09-17;23.0;16:50;14.4;07:40;18.7;38;16:30;21;15:30;0;0;0;0;0
0201X;2017-09-18;21.4;15:20;17.6;04:00;19.5;26;08:50;10;15:30;0.4;0.4;0;0;0
0201X;2017-09-19;23.5;16:30;17.9;05:20;20.7;24;17:50;13;17:50;0;0;0;0;0
0201X;2017-09-20;23.7;17:30;16.5;07:40;20.1;19;14:50;9;15:20;0;0;0;0;0
0201X;2017-09-21;25.8;16:10;17.0;07:20;21.4;31;16:00;15;18:00;0;0;0;0;0
0201X;2017-09-22;23.6;14:00;19.3;06:50;21.4;21;13:30;10;14:20;0;0;0;0;0
0201X;2017-09-23;25.2;15:20;18.3;07:20;21.8;25;15:40;12;17:50;0;0;0;0;0
0201X;2017-09-24;26.0;14:50;18.7;07:50;22.4;32;16:00;17;15:10;0;0;0;0;0
0201X;2017-09-25;24.2;15:40;19.8;07:20;22;29;17:50;13;17:50;0;0;0;0;0
0201X;2017-09-26;25.0;14:20;18.5;07:30;21.8;26;16:00;13;15:30;0.2;0;0;0;0.2
0201X;2017-09-27;24.1;17:20;17.9;07:20;21;27;15:00;12;15:30;0.2;0;0.2;0;0
0201X;2017-09-28;25.3;17:20;18.9;04:10;22.1;19;19:00;8;17:40;0;0;0;0;0
0201X;2017-09-29;24.8;15:30;18.5;07:20;21.6;26;14:50;12;17:30;0;0;0;0;0
0201X;2017-09-30;24.3;13:40;18.7;07:20;21.5;31;14:20;15;14:20;0.8;0;0;0.2;0.6
0201X;2017-10-01;20.9;00:00;18.7;10:40;19.8;18;09:40;8;05:00;9.4;0;9;0.4;0
0201X;2017-10-02;24.5;14:50;19.0;04:30;21.8;15;15:10;7;17:50;0;0;0;0;0
0201X;2017-10-03;25.6;14:30;20.0;05:50;22.8;20;15:00;9;15:00;0;0;0;0;0
0201X;2017-10-04;23.3;16:40;20.0;07:40;21.6;21;13:20;9;13:00;0;0;0;0;0
0201X;2017-10-05;26.0;14:10;19.2;06:40;22.6;36;15:10;19;15:40;0;0;0;0;0
0201X;2017-10-06;24.6;14:00;20.3;05:10;22.4;23;13:40;10;13:40;0;0;0;0;0
0201X;2017-10-07;22.4;14:20;17.7;08:40;20.1;20;09:00;9;08:40;0;0;0;0;0
0201X;2017-10-08;24.2;16:50;16.6;07:20;20.4;27;14:10;13;14:40;0;0;0;0;0
0201X;2017-10-09;24.3;14:50;17.5;07:40;20.9;28;17:20;14;16:50;0;0;0;0;0
0201X;2017-10-10;24.8;16:00;18.6;07:10;21.7;21;15:40;8;15:40;0;0;0;0;0
0201X;2017-10-11;24.9;16:00;18.4;07:30;21.6;35;15:30;18;16:30;0;0;0;0;0
0201X;2017-10-12;25.0;15:00;18.7;08:10;21.9;26;16:20;12;16:20;0;0;0;0;0
0201X;2017-10-13;25.3;15:00;18.9;07:20;22.1;14;12:50;7;11:30;0;0;0;0;0
0201X;2017-10-14;24.2;16:00;19.1;04:30;21.7;20;13:20;8;12:50;0;0;0;0;0
0201X;2017-10-15;24.8;15:50;18.6;07:20;21.7;21;13:40;9;16:40;0;0;0;0;0
0201X;2017-10-16;25.0;14:30;19.4;04:50;22.2;22;16:00;10;16:00;0;0;0;0;0
0201X;2017-10-17;24.5;16:10;18.3;06:40;21.4;19;17:50;9;17:50;0;0;0;0;0
0201X;2017-10-18;23.0;13:40;17.1;20:30;20.1;40;19:20;12;19:20;15.6;0;0;0;15.6
0201X;2017-10-19;18.2;21:40;16.0;10:30;17.1;37;18:10;14;18:10;58.8;20.8;8.2;25;4.8
0201X;2017-10-20;23.2;16:10;16.9;06:40;20.1;16;10:10;9;10:10;6.4;6.2;0.2;0;0
0201X;2017-10-21;24.7;16:40;16.9;06:40;20.8;21;11:20;11;13:00;0;0;0;0;0
0201X;2017-10-22;22.6;16:30;15.9;07:00;19.3;23;01:00;10;01:00;1;1;0;0;0
0201X;2017-10-23;21.5;16:00;14.5;08:20;18;25;17:10;12;14:50;0;0;0;0;0
0201X;2017-10-24;23.2;16:00;14.7;07:50;19;20;15:10;10;15:10;0;0;0;0;0
0201X;2017-10-25;22.9;16:20;14.6;06:50;18.8;15;15:00;7;15:30;0;0;0;0;0
0201X;2017-10-26;23.5;14:50;15.6;06:50;19.6;21;14:40;11;14:40;0;0;0;0;0
0201X;2017-10-27;22.4;14:00;16.6;06:20;19.5;21;15:20;8;17:10;0;0;0;0;0
0201X;2017-10-28;22.8;14:20;16.8;07:50;19.8;27;14:50;12;14:50;0;0;0;0;0
0201X;2017-10-29;24.7;15:40;14.8;07:50;19.8;26;18:30;12;06:40;0;0;0;0;0
0201X;2017-10-30;21.2;14:20;14.7;07:10;18;17;05:50;11;05:50;0;0;0;0;0
0201X;2017-10-31;19.3;15:50;14.4;06:30;16.8;16;04:20;7;04:00;0.8;0.6;0;0.2;0
0201X;2017-11-01;20.7;15:00;13.2;06:30;17;18;16:00;9;15:20;0;0;0;0;0
0201X;2017-11-02;22.0;13:00;16.2;07:40;19.1;30;13:40;15;12:30;0.2;0.2;0;0;0
0201X;2017-11-03;22.1;15:40;16.1;07:10;19.1;24;14:20;12;16:20;0;0;0;0;0
0201X;2017-11-04;22.3;15:00;15.5;22:30;18.9;18;15:50;11;15:50;5.4;0;0.2;0;5.2
0201X;2017-11-05;21.4;15:00;13.8;23:20;17.6;26;16:30;10;23:10;0;0;0;0;0
0201X;2017-11-06;18.2;14:50;10.8;07:40;14.5;28;11:00;14;11:10;0;0;0;0;0
0201X;2017-11-07;17.4;15:30;8.8;07:30;13.1;28;12:20;12;09:20;0;0;0;0;0
0201X;2017-11-08;15.2;14:00;9.8;06:00;12.5;14;08:40;8;04:30;0;0;0;0;0
0201X;2017-11-09;15.0;14:20;8.3;07:20;11.7;18;10:20;9;03:20;0;0;0;0;0
0201X;2017-11-10;17.0;14:10;9.1;05:20;13.1;17;02:30;9;02:30;0;0;0;0;0
0201X;2017-11-11;18.3;15:50;10.7;06:30;14.5;26;15:10;10;15:10;0;0;0;0;0
0201X;2017-11-12;18.7;13:50;12.5;03:10;15.6;28;23:50;12;06:30;0;0;0;0;0
0201X;2017-11-13;16.9;15:00;11.6;08:20;14.3;44;12:20;18;12:30;0;0;0;0;0
0201X;2017-11-14;16.3;15:40;9.1;08:10;12.7;19;04:40;9;04:50;0;0;0;0;0
0201X;2017-11-15;16.9;15:00;8.5;06:00;12.7;24;08:40;14;08:40;0;0;0;0;0
0201X;2017-11-16;17.1;15:10;8.7;07:10;12.9;15;15:00;6;11:10;0;0;0;0;0
0201X;2017-11-17;20.7;14:40;9.2;05:00;15;13;16:00;7;15:40;0;0;0;0;0
0201X;2017-11-18;19.1;15:50;10.9;06:50;15;17;13:20;6;12:00;0;0;0;0;0
0201X;2017-11-19;18.9;14:40;11.6;06:00;15.3;21;08:10;11;08:10;0;0;0;0;0
0201X;2017-11-20;18.3;15:00;10.0;04:50;14.1;15;15:40;8;15:40;0;0;0;0;0
0201X;2017-11-21;20.2;15:00;9.9;05:40;15.1;12;06:30;6;01:50;0;0;0;0;0
0201X;2017-11-22;;;;;;;;;;;;0;0;0
0201X;2017-11-23;19.7;14:40;11.5;04:40;15.6;19;19:10;9;15:10;0;0;0;0;0
0201X;2017-11-24;21.5;15:10;11.6;06:30;16.6;22;13:50;10;13:50;0;0;0;0;0
0201X;2017-11-25;18.1;14:20;12.2;23:50;15.2;17;23:40;10;23:30;1.2;0;0;0;1.2
0201X;2017-11-26;15.4;14:30;9.5;07:50;12.4;21;14:40;10;01:10;0;0;0;0;0
0201X;2017-11-27;14.5;14:10;7.9;06:50;11.2;20;14:30;11;14:30;0;0;0;0;0
0201X;2017-11-28;16.6;15:50;8.6;04:40;12.6;24;10:20;14;10:10;0;0;0;0;0
0201X;2017-11-29;13.3;15:10;8.5;07:20;10.9;14;04:40;7;06:30;0;0;0;0;0
0201X;2017-11-30;14.0;15:00;6.2;08:10;10.1;20;23:30;11;23:30;0;0;0;0;0
0201X;2017-12-01;9.0;14:00;6.0;22:50;7.5;28;15:30;11;05:30;0;0;0;0;0
0201X;2017-12-02;11.1;13:40;3.5;08:10;7.3;28;13:00;11;14:10;0;0;0;0;0
0201X;2017-12-03;13.5;15:40;5.8;07:20;9.7;19;00:50;10;03:30;0;0;0;0;0
0201X;2017-12-04;15.7;15:30;5.9;06:50;10.8;15;22:30;9;22:30;0;0;0;0;0
0201X;2017-12-05;13.8;15:00;6.0;08:10;9.9;15;12:50;9;12:50;0;0;0;0;0
0201X;2017-12-06;15.3;15:20;5.9;08:30;10.6;24;15:20;12;15:30;0;0;0;0;0
0201X;2017-12-07;15.1;14:30;7.1;08:20;11.1;26;14:40;12;14:20;0;0;0;0;0
0201X;2017-12-08;14.1;15:40;7.5;05:50;10.8;30;10:10;15;10:50;0;0;0;0;0
0201X;2017-12-09;12.3;14:00;9.0;05:40;10.7;15;18:10;9;18:10;0;0;0;0;0
0201X;2017-12-10;17.0;15:10;10.4;07:20;13.7;21;17:10;11;17:00;0;0;0;0;0
0201X;2017-12-11;16.4;08:30;9.5;23:59;12.9;44;04:50;23;05:00;1.6;0;1.6;0;0
0201X;2017-12-12;12.0;14:50;7.8;07:00;9.9;19;05:30;9;05:40;0;0;0;0;0
0201X;2017-12-13;14.1;14:00;6.7;07:20;10.4;24;16:00;13;16:00;0;0;0;0;0
0201X;2017-12-14;16.0;16:10;9.6;00:20;12.8;32;05:30;14;05:30;0;0;0;0;0
0201X;2017-12-15;15.6;12:20;10.2;23:20;12.9;39;11:40;15;11:40;0.2;0.2;0;0;0
0201X;2017-12-16;15.2;15:40;7.3;08:40;11.3;22;11:30;13;09:50;0;0;0;0;0
0201X;2017-12-17;14.5;14:30;5.4;06:40;10;22;12:30;12;12:50;0;0;0;0;0
0201X;2017-12-18;10.5;14:30;7.8;07:20;9.2;29;15:00;12;15:00;0.4;0;0;0;0.4
0201X;2017-12-19;12.2;14:00;6.2;05:30;9.2;23;22:00;9;10:50;0;0;0;0;0
0201X;2017-12-20;13.1;14:40;7.5;07:20;10.3;18;20:00;8;08:20;0;0;0;0;0
0201X;2017-12-21;15.2;14:40;9.9;07:50;12.5;12;15:40;6;23:59;0;0;0;0;0
0201X;2017-12-22;16.3;15:10;10.2;05:50;13.2;22;15:50;11;15:50;0;0;0;0;0
0201X;2017-12-23;16.3;15:40;9.1;06:30;12.7;18;00:30;10;02:40;0;0;0;0;0
0201X;2017-12-24;16.0;16:00;7.9;08:40;12;21;13:30;12;13:30;0;0;0;0;0
0201X;2017-12-25;15.4;14:20;9.0;07:10;12.2;17;14:30;9;14:40;0;0;0;0;0
0201X;2017-12-26;14.8;13:40;8.5;08:40;11.7;18;16:00;9;04:20;0;0;0;0;0
0201X;2017-12-27;14.6;15:50;7.9;23:50;11.3;40;17:20;16;13:50;1.2;1.2;0;0;0
0201X;2017-12-28;13.5;14:50;7.2;09:50;10.3;37;02:40;17;02:30;0;0;0;0;0
0201X;2017-12-29;14.5;15:40;7.4;06:30;11;21;15:30;10;15:40;0.2;0;0.2;0;0
0201X;2017-12-30;20.9;15:40;10.2;03:10;15.5;36;11:20;13;10:10;0;0;0;0;0
0201X;2017-12-31;19.0;16:00;11.5;03:20;15.3;26;19:30;12;18:30;0;0;0;0;0
0201X;2018-01-01;16.1;15:30;10.3;08:40;13.2;40;16:50;21;14:00;0;0;0;0;0
0201X;2018-01-02;18.4;15:40;10.7;03:00;14.5;31;08:30;13;15:20;0;0;0;0;0
0201X;2018-01-03;22.0;16:00;14.7;04:50;18.3;46;13:30;20;12:20;0;0;0;0;0
0201X;2018-01-04;22.6;15:50;16.9;23:59;19.8;42;12:50;21;12:30;0;0;0;0;0
0201X;2018-01-05;20.1;15:00;13.0;07:10;16.6;35;12:30;15;14:40;0;0;0;0;0
0201X;2018-01-06;15.5;13:30;10.4;06:20;12.9;43;18:50;15;20:30;0;0;0;0;0
0201X;2018-01-07;14.8;01:20;8.7;23:50;11.8;36;10:10;14;09:40;5;0.4;2.2;2.4;0
0201X;2018-01-08;14.7;16:00;7.6;07:10;11.1;22;11:50;11;21:30;0;0;0;0;0
0201X;2018-01-09;14.8;14:50;6.4;06:20;10.6;29;02:20;14;02:20;0;0;0;0;0
0201X;2018-01-10;15.1;14:50;9.1;08:40;12.1;29;18:30;13;14:30;0;0;0;0;0
0201X;2018-01-11;14.0;15:20;9.1;23:30;11.6;27;11:00;12;12:00;0;0;0;0;0
0201X;2018-01-12;13.0;15:30;6.5;08:50;9.8;22;08:40;12;06:20;0;0;0;0;0
0201X;2018-01-13;13.7;14:10;6.4;04:40;10;27;20:00;12;23:59;4.4;0;0;0;4.4
0201X;2018-01-14;13.4;14:20;8.2;08:50;10.8;26;00:20;13;00:40;2.4;2.4;0;0;0
0201X;2018-01-15;13.8;15:30;7.3;05:50;10.6;23;19:00;12;19:30;0;0;0;0;0
0201X;2018-01-16;17.4;16:00;8.2;06:10;12.8;36;10:40;14;10:20;0;0;0;0;0
0201X;2018-01-17;16.3;14:40;12.3;23:50;14.3;44;03:10;18;00:20;0.4;0;0;0;0.4
0201X;2018-01-18;15.2;15:00;9.9;08:30;12.5;24;16:10;13;16:00;0;0;0;0;0
0201X;2018-01-19;13.4;14:30;7.8;06:30;10.6;12;09:10;7;09:10;0;0;0;0;0
0201X;2018-01-20;17.8;15:30;9.4;07:20;13.6;31;15:00;14;15:00;0;0;0;0;0
0201X;2018-01-21;22.1;16:50;14.7;00:50;18.4;36;02:50;19;03:40;0;0;0;0;0
0201X;2018-01-22;20.9;15:20;13.5;22:40;17.2;37;03:50;14;03:10;0;0;0;0;0
0201X;2018-01-23;16.3;14:00;10.7;08:10;13.5;18;05:40;10;05:20;0;0;0;0;0
0201X;2018-01-24;17.3;15:20;9.4;06:50;13.3;22;19:20;12;17:50;0;0;0;0;0
0201X;2018-01-25;14.2;14:10;12.1;00:10;13.2;24;13:20;13;13:20;0;0;0;0;0
0201X;2018-01-26;13.2;05:30;7.9;17:00;10.5;32;04:40;14;04:40;30;5.4;18.4;6.2;0
0201X;2018-01-27;13.3;23:59;8.6;08:10;11;28;18:50;11;18:50;0;0;0;0;0
0201X;2018-01-28;15.3;14:40;11.3;07:10;13.3;19;01:40;7;01:20;0;0;0;0;0
0201X;2018-01-29;16.7;14:10;10.4;06:50;13.6;22;15:20;13;15:20;0;0;0;0;0
0201X;2018-01-30;16.3;15:30;8.9;04:10;12.6;21;13:30;10;13:50;0;0;0;0;0
0201X;2018-01-31;15.7;14:00;7.3;07:50;11.5;33;14:50;19;14:50;0;0;0;0;0
0201X;2018-02-01;11.7;13:00;7.3;23:40;9.5;30;16:30;12;16:50;6.2;0;0;3.6;2.6
0201X;2018-02-02;11.8;16:00;6.9;01:10;9.4;21;00:50;9;16:10;1.2;1.2;0;0;0
0201X;2018-02-03;12.7;14:00;5.5;06:10;9.1;34;14:50;15;14:50;0;0;0;0;0
0201X;2018-02-04;10.2;11:00;8.0;22:10;9.1;37;15:50;15;19:10;11.2;0;0;5.2;6
0201X;2018-02-05;10.9;15:20;7.5;02:30;9.2;32;13:40;13;13:40;27;10.4;9;5;2.6
0201X;2018-02-06;11.1;14:20;7.9;05:40;9.5;19;03:10;10;19:50;2;0.8;1.2;0;0
0201X;2018-02-07;12.0;16:20;5.0;08:20;8.5;22;15:50;12;06:40;0;0;0;0;0
0201X;2018-02-08;6.8;01:00;3.3;14:10;5.1;19;18:30;7;08:50;6.8;0.4;1.2;5.2;0
0201X;2018-02-09;10.6;13:40;2.9;06:50;6.8;25;15:00;14;15:50;0;0;0;0;0
0201X;2018-02-10;13.3;15:00;5.8;07:30;9.6;19;01:10;9;11:40;0;0;0;0;0
0201X;2018-02-11;15.0;15:00;5.9;05:10;10.5;26;17:30;14;16:20;0;0;0;0;0
0201X;2018-02-12;12.4;00:00;3.3;21:40;7.8;29;11:50;11;11:50;16.2;0;5.6;2;8.6
0201X;2018-02-13;11.2;15:40;2.9;06:40;7;32;14:40;14;14:00;0;0;0;0;0
0201X;2018-02-14;11.5;16:30;6.1;08:10;8.8;18;03:20;8;00:10;0;0;0;0;0
